Global_Sales,NA_ratio,EU_ratio,JP_ratio,Name,Genre,Platform,Year_of_Release,DBSCAN_label
1.34,0.6492537308587658,0.1567164177934951,0.01492537312319,NBA 2K15,Sports,PS3,2014,0
1.34,0.4850746265036756,0.3805970146413455,0.0,Max Payne 2: The Fall of Max Payne,Shooter,PS2,2003,0
1.34,0.5671641786812207,0.2611940296558253,0.037313432807975,Battlefield: Bad Company,Shooter,PS3,2008,0
1.34,0.8208955217754511,0.04477611936957,0.0,MVP Baseball 2004,Sports,PS2,2004,0
1.33,0.0,0.0,0.9999999992481202,Yokai Watch 3,Action,3DS,2016,0
1.33,0.9548872173271524,0.0375939849341398,0.0,Ratchet & Clank: Up Your Arsenal (Weekly american sales),Platform,PS2,2004,0
1.33,0.4962406011306461,0.3759398493413985,0.0375939849341398,Alan Wake,Action,X360,2010,0
1.33,0.6917293227881733,0.263157894538979,0.0075187969868279,Spider-Man: The Movie,Action,GBA,2002,0
1.33,0.8120300745774209,0.1804511276838713,0.0,WWF War Zone,Fighting,N64,1998,0
1.33,0.6766917288145174,0.2857142854994629,0.0075187969868279,Tony Hawk's Pro Skater,Sports,GB,2000,0
1.33,0.6992481197750013,0.263157894538979,0.0,The Sims: Bustin' Out,Simulation,GBA,2003,0
1.33,0.5563909770252699,0.3759398493413985,0.0,Triple Play 2001,Sports,PS,2000,0
1.33,0.6541353378540335,0.263157894538979,0.0526315789077958,Metroid Prime 2: Echoes,Shooter,GC,2004,0
1.33,0.3609022553677426,0.4436090222228502,0.0300751879473118,The Elder Scrolls V: Skyrim,Role-Playing,PS4,2016,0
1.33,0.4887218041438181,0.3834586463282265,0.0,Corvette,Racing,PS2,2004,0
1.33,0.4661654131833342,0.3684210523545705,0.0075187969868279,WWE SmackDown vs Raw 2008,Fighting,PS3,2007,0
1.32,0.6515151510215793,0.2575757573806244,0.0,Skylanders SWAP Force,Platform,X360,2013,0
1.32,0.4393939390610651,0.4242424239210284,0.0378787878500918,Grand Theft Auto: Chinatown Wars,Action,DS,2009,0
1.32,0.6818181813016528,0.2348484846705693,0.0,UFC Undisputed 2010,Fighting,X360,2010,0
1.32,0.0075757575700183,0.0984848484102387,0.0,World of Warcraft: Wrath of the Lich King,Role-Playing,PC,2008,0
1.32,0.5530303026113406,0.1212121211202938,0.3030303028007346,Gyromite,Puzzle,NES,1985,0
1.32,0.022727272710055,0.8787878781221302,0.0151515151400367,TOCA 2: Touring Cars,Racing,PS,1998,0
1.32,0.8030303024219467,0.0606060605601469,0.0,NFL 2K3,Sports,PS2,2002,0
1.32,0.4015151512109733,0.3636363633608815,0.0454545454201101,Assassin's Creed III: Liberation,Action,PSV,2012,0
1.32,0.5530303026113406,0.3787878785009182,0.0,Fighting Force,Fighting,PS,1997,0
1.32,0.5378787874713039,0.3636363633608815,0.0,Petz Wild Animals: Dolphinz,Simulation,DS,2007,0
1.32,0.2348484846705693,0.0303030302800734,0.727272726721763,Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing,GBA,2003,0
1.32,0.5984848480314509,0.3106060603707529,0.0,Your Shape: Fitness Evolved,Sports,X360,2010,0
1.32,0.5227272723312671,0.2803030300906795,0.0151515151400367,Need for Speed Underground Rivals,Racing,PSP,2005,0
1.32,0.5530303026113406,0.3787878785009182,0.0,Madden NFL 97,Sports,PS,1996,0
1.31,0.5114503812889691,0.2595419845347008,0.0992366411456208,The ICO & Shadow of the Colossus Collection,Adventure,PS3,2011,0
1.31,0.5572519079715633,0.3816793890216187,0.0,TNN Motor Sports Hardcore 4x4,Racing,PS,1996,0
1.31,0.5877862590932929,0.2213740456325388,0.0687022900238913,MAG: Massive Action Game,Shooter,PS3,2010,0
1.31,0.488549617947672,0.3816793890216187,0.0,IHRA Drag Racing 2,Racing,PS2,2002,0
1.31,0.3587786256803216,0.4427480912650777,0.0458015266825942,Rage,Shooter,PS3,2011,0
1.31,0.4198473279237806,0.4198473279237806,0.0,LEGO Harry Potter: Years 1-4,Action,PS3,2010,0
1.31,0.5954198468737253,0.3435114501194569,0.0,Madagascar,Platform,PS2,2005,0
1.31,0.5267175568498338,0.3816793890216187,0.0,The Witcher 3: Wild Hunt,Role-Playing,XOne,2015,0
1.31,0.4351145034846453,0.5114503812889691,0.0,Rugrats Studio Tour,Adventure,PS,1999,0
1.31,0.9312977092127496,0.0534351144630266,0.0,Pitfall II: Lost Caverns,Platform,2600,1983,0
1.31,0.488549617947672,0.3816793890216187,0.0,Turok: Evolution,Shooter,PS2,2002,0
1.31,0.6412213735563195,0.2671755723151331,0.0,[Prototype],Action,X360,2009,0
1.31,0.6412213735563195,0.3282442745585921,0.0,Burnout 3: Takedown,Racing,XB,2004,0
1.3,0.7461538455798815,0.1769230767869822,0.0,The Beatles: Rock Band,Misc,X360,2009,0
1.3,0.72307692252071,0.2692307690236686,0.0,Yu-Gi-Oh! The Sacred Cards,Role-Playing,GBA,2002,0
1.3,0.8230769224437869,0.0307692307455621,0.015384615372781,NBA Live 07,Sports,PS2,2006,0
1.3,0.4769230765562129,0.361538461260355,0.0846153845502958,Yoshi's Woolly World,Platform,WiiU,2015,0
1.3,0.5769230764792899,0.3384615382011834,0.0,Skylanders Giants,Action,X360,2012,0
1.3,0.2076923075325443,0.015384615372781,0.0,SingStar '80s,Misc,PS2,2005,0
1.3,0.0,0.0,0.9923076915443786,Romancing SaGa 3,Role-Playing,SNES,1995,0
1.3,0.8076923070710059,0.1538461537278106,0.0,Test Drive 5,Racing,PS,1997,0
1.3,0.5461538457337277,0.3153846151420117,0.0384615384319526,Tekken 6,Fighting,X360,2009,0
1.3,0.4769230765562129,0.4307692304378698,0.0,Assassin's Creed Syndicate,Action,XOne,2015,0
1.3,0.4307692304378698,0.2923076920828402,0.2153846152189349,Digimon World,Role-Playing,PS,1999,0
1.29,0.2635658912685535,0.5271317825371071,0.0620155038278949,Far Cry 4,Shooter,PS3,2014,0
1.29,0.3875968989243434,0.1240310076557899,0.4496124027522383,Pokemon Ranger: Guardian Signs,Role-Playing,DS,2010,0
1.29,0.5581395344510546,0.3023255811609879,0.0,LEGO Batman: The Videogame,Action,PS3,2008,0
1.29,0.3023255811609879,0.0155038759569737,0.6589147281713839,Mega Man Battle Network 3 Blue / White Version,Role-Playing,GBA,2002,0
1.29,0.4186046508382909,0.2093023254191454,0.3488372090319091,Resident Evil Zero,Action,GC,2002,0
1.29,0.5193798445586203,0.3798449609458565,0.0,High School Musical 3: Senior Year DANCE!,Misc,Wii,2008,0
1.29,0.356589147010396,0.4341085267952647,0.0465116278709212,Crysis 2,Action,PS3,2011,0
1.29,0.7209302319992789,0.2635658912685535,0.0,Pirates of the Caribbean: The Curse of the Black Pearl,Platform,GBA,2003,0
1.29,0.5736434104080284,0.0387596898924343,0.3333333330749353,Mario & Luigi: Partners in Time,Role-Playing,DS,2005,0
1.29,0.8759689915690161,0.0077519379784868,0.0465116278709212,Namco Museum DS,Misc,DS,2007,0
1.29,0.9302325574184244,0.0,0.0,Deal or No Deal,Misc,Wii,2009,0
1.29,0.4883720926446727,0.3798449609458565,0.0,Transformers,Shooter,PS2,2004,0
1.29,0.6666666661498707,0.232558139354606,0.0077519379784868,Dying Light,Action,XOne,2015,0
1.29,0.3953488369028303,0.5193798445586203,0.0,Fallout 4,Role-Playing,PC,2015,0
1.29,0.534883720515594,0.3643410849888828,0.0077519379784868,Sonic Colors,Platform,DS,2010,0
1.29,0.356589147010396,0.4341085267952647,0.0465116278709212,Assassin's Creed: Rogue,Action,PS3,2014,0
1.29,0.5271317825371071,0.3643410849888828,0.0,EA Playground,Sports,Wii,2007,0
1.29,0.945736433375398,0.0387596898924343,0.0,Midnight Club 3: DUB Edition (America weekly sales),Racing,PS2,2005,0
1.28,0.8593749993286133,0.0234374999816894,0.0468749999633789,Gold's Gym: Cardio Workout,Sports,Wii,2008,0
1.28,0.6093749995239257,0.2968749997680663,0.0,The Elder Scrolls Online,Role-Playing,XOne,2015,0
1.28,0.4921874996154785,0.3828124997009277,0.0,Champions of Norrath,Role-Playing,PS2,2004,0
1.28,0.0,0.0,0.99999999921875,Yakuman,Misc,GB,1989,0
1.28,0.8593749993286133,0.1093749999145507,0.0,Army Men 3D,Action,PS,1999,0
1.28,0.4296874996643066,0.4609374996398925,0.0,Imagine: Wedding Designer,Simulation,DS,2008,0
1.28,0.8359374993469239,0.1249999999023437,0.0,Twisted Metal 4,Racing,PS,1999,0
1.28,0.4921874996154785,0.3828124997009277,0.0,Manhunt,Action,PS2,2003,0
1.28,0.3515624997253417,0.5156249995971679,0.0156249999877929,Need for Speed Carbon,Racing,Wii,2006,0
1.28,0.484374999621582,0.3828124997009277,0.0,Silent Hill 2,Action,PS2,2001,0
1.27,0.456692913026226,0.3149606296732593,0.1653543305784611,Castlevania: Symphony of the Night,Platform,PS,1997,0
1.27,0.8110236214086428,0.1102362203856407,0.0,Guitar Hero: Aerosmith,Misc,Wii,2008,0
1.27,0.5433070861863722,0.3700787398660797,0.0,The LEGO Movie Videogame,Action,X360,2014,0
1.27,0.9606299205034408,0.0393700787091574,0.0,The Sims 2: Nightlife,Simulation,PC,2005,0
1.27,0.3149606296732593,0.2598425194804389,0.3149606296732593,Dark Souls II,Role-Playing,PS3,2014,0
1.27,0.3779527556079112,0.2755905509641019,0.2834645667059334,Kid Icarus: Uprising,Action,3DS,2012,0
1.27,0.3464566926405852,0.228346456513113,0.3700787398660797,Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing,3DS,2012,0
1.27,0.5669291334118668,0.0236220472254944,0.0,LEGO Batman: The Videogame,Action,PS2,2008,0
1.27,0.5590551176700352,0.3779527556079112,0.0,Road Rash,Racing,PS,1995,0
1.27,0.929133857536115,0.0629921259346518,0.0,Atlantis,Shooter,2600,1981,0
1.27,0.7874015741831483,0.1259842518693037,0.0,NBA 2K9,Sports,X360,2008,0
1.27,0.6692913380556761,0.2913385824477649,0.0,Tony Hawk's Underground,Sports,XB,2003,0
1.27,0.5354330704445409,0.1259842518693037,0.3228346454150907,Hogan's Alley,Shooter,NES,1984,0
1.27,0.3543307083824167,0.3700787398660797,0.1338582676111352,Metal Gear Solid V: Ground Zeroes,Action,PS4,2014,0
1.27,0.5905511806373612,0.3070866139314278,0.0,Mystery Case Files: MillionHeir,Adventure,DS,2008,0
1.27,0.3858267713497426,0.2992125981895963,0.2047244092876185,.hack//Infection Part 1,Role-Playing,PS2,2002,0
1.27,0.7559055112158224,0.1574803148366296,0.0,Jillian Michaels' Fitness Ultimatum 2009,Sports,Wii,2008,0
1.27,0.5590551176700352,0.1496062990947981,0.1889763778039556,Valkyria Chronicles,Role-Playing,PS3,2008,0
1.27,0.5826771648955298,0.3149606296732593,0.0,WWE '12,Fighting,X360,2011,0
1.27,0.685039369539339,0.2362204722549444,0.0472440944509889,Sonic Adventure DX: Director's Cut,Platform,GC,2003,0
1.27,0.4881889759935519,0.3779527556079112,0.0,Jet Li: Rise to Honor,Action,PS2,2004,0
1.27,0.3070866139314278,0.2047244092876185,0.4173228343170686,Battle Arena Toshinden,Fighting,PS,1994,0
1.27,0.5669291334118668,0.3464566926405852,0.0,WWE '13,Action,X360,2012,0
1.27,0.3385826768987537,0.2834645667059334,0.2519685037386074,Final Fantasy X / X-2 HD Remaster,Role-Playing,PS3,2013,0
1.27,0.2598425194804389,0.5433070861863722,0.0393700787091574,Need for Speed Rivals,Racing,PS3,2013,0
1.26,0.6031746026958932,0.3095238092781557,0.0,EA Sports Active 2,Sports,Wii,2010,0
1.26,0.3095238092781557,0.5714285709750566,0.0,Rockstar Games presents Table Tennis,Sports,Wii,2007,0
1.26,0.0396825396510456,0.0238095237906273,0.8730158723230033,Devil Dice,Puzzle,PS,1998,0
1.26,0.0,0.8015873009511212,0.0,Football Manager 2011,Sports,PC,2010,0
1.26,0.0158730158604182,0.8968253961136304,0.0079365079302091,Brian Lara Cricket,Sports,PS,1998,0
1.26,0.0,0.9126984119740488,0.0,Championship Manager 03/04,Sports,PC,2003,0
1.26,0.7857142850907028,0.1746031744646006,0.0,Wheel of Fortune,Misc,PS,1998,0
1.26,0.0793650793020912,0.0158730158604182,0.8888888881834215,Tamagotchi Connection: Corner Shop,Simulation,DS,2005,0
1.26,0.3571428568594104,0.4365079361615016,0.0396825396510456,Tomb Raider: Underworld,Action,PS3,2008,0
1.25,0.4479999996416,0.4479999996416,0.0,Kung Fu Panda,Action,DS,2008,0
1.25,0.6159999995072,0.2959999997631999,0.0,LEGO Battles,Strategy,DS,2009,0
1.25,0.559999999552,0.3759999996991999,0.0,NBA Live 2001,Sports,PS,2000,0
1.25,0.4479999996416,0.3279999997375999,0.0719999999423999,Saints Row IV,Action,PS3,2013,0
1.25,0.3919999996864,0.0,0.0079999999936,Star Wars: The Force Unleashed,Action,PS2,2008,0
1.25,0.5759999995391999,0.3279999997375999,0.0079999999936,Watch Dogs,Action,X360,2014,0
1.25,0.7519999993983999,0.1279999998976,0.0159999999872,SOCOM: U.S. Navy SEALs Confrontation,Shooter,PS3,2008,0
1.25,0.0,0.0,0.9999999992,Dragon Ball: Daimaou Fukkatsu,Role-Playing,NES,1988,0
1.25,0.0,0.0,0.9999999992,Gegege no Kitarou 2: Youkai Gundan no Chousen,Role-Playing,NES,1987,0
1.25,0.7919999993664,0.1039999999167999,0.079999999936,Reel Fishing,Sports,PS,1996,0
1.25,0.5679999995456,0.1519999998784,0.2479999998015999,Pokemon XD: Gale of Darkness,Role-Playing,GC,2005,0
1.25,0.8079999993536,0.0319999999744,0.0239999999807999,Black,Shooter,PS2,2006,0
1.25,0.3759999996991999,0.4239999996608,0.0239999999807999,Tom Clancy's Rainbow Six: Vegas,Shooter,PS3,2007,0
1.25,0.279999999776,0.4879999996095999,0.0159999999872,LittleBigPlanet PS Vita,Platform,PSV,2012,0
1.25,0.3839999996927999,0.279999999776,0.2719999997824,Pokemon Super Mystery Dungeon,Role-Playing,3DS,2015,0
1.25,0.9519999992383998,0.039999999968,0.0,RollerCoaster Tycoon 2,Strategy,PC,2002,0
1.25,0.3919999996864,0.4959999996031999,0.0,Ratatouille,Action,DS,2007,0
1.25,0.4879999996095999,0.3839999996927999,0.0,Lara Croft Tomb Raider: The Angel of Darkness,Action,PS2,2003,0
1.25,0.4159999996671999,0.4479999996416,0.0,Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,PS2,2004,0
1.25,0.839999999328,0.1279999998976,0.0,Road Rash 3D,Racing,PS,1998,0
1.24,0.6854838704149323,0.0241935483675858,0.1774193546956295,Ratchet: Deadlocked,Shooter,PS2,2005,0
1.24,0.3629032255137877,0.5403225802094173,0.0,Winter Sports: The Ultimate Challenge,Sports,Wii,2007,0
1.24,0.4919354834742455,0.3870967738813735,0.0,Baldur's Gate: Dark Alliance,Role-Playing,PS2,2001,0
1.24,0.6048387091896462,0.3548387093912591,0.0,Oddworld: Abe's Oddysee,Platform,PS,1997,0
1.24,0.1935483869406867,0.1532258063280437,0.6048387091896462,Ridge Racer V,Action,PS2,2000,0
1.24,0.5564516124544744,0.0,0.0,WWE SmackDown vs. Raw 2009,Fighting,PS2,2008,0
1.24,0.4516129028616025,0.1774193546956295,0.3467741932687305,Tetris 2 (All region sales),Puzzle,GB,1992,0
1.24,0.6612903220473464,0.3064516126560874,0.0,Star Wars Episode III: Revenge of the Sith,Action,XB,2005,0
1.24,0.52419354796436,0.3225806449011446,0.0,[Prototype],Action,PS3,2009,0
1.24,0.903225805723205,0.0161290322450572,0.0,Transformers: Autobots / Decepticons,Action,DS,2007,0
1.23,0.0975609755304382,0.7235772351840836,0.0,FIFA Street,Sports,PS3,2012,0
1.23,0.4878048776521911,0.3821138208275497,0.0,Frogger: The Great Quest,Platform,PS2,2001,0
1.23,0.8780487797739441,0.0162601625884063,0.0,Madden NFL 17,Sports,XOne,2016,0
1.23,0.7479674790666931,0.1626016258840637,0.0569105690594223,Ninja Gaiden,Action,XB,2004,0
1.23,0.5528455280058167,0.3252032517681274,0.0325203251768127,Cars 2,Racing,DS,2011,0
1.23,0.4796747963579879,0.4634146337695815,0.0,Crash Bandicoot: The Wrath of Cortex,Platform,XB,2002,0
1.23,0.4878048776521911,0.3821138208275497,0.0,Driv3r,Racing,PS2,2004,0
1.23,0.349593495650737,0.3821138208275497,0.0406504064710159,Assassin's Creed: Bloodlines,Action,PSP,2009,0
1.23,0.5609756093000198,0.3821138208275497,0.0,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Misc,PS,2003,0
1.23,0.4227642272985656,0.2845528452971115,0.1463414632956573,Kingdom Hearts II,Role-Playing,PS3,2014,0
1.23,0.5203252028290039,0.3983739834159561,0.0,LEGO The Lord of the Rings,Action,X360,2012,0
1.23,0.2357723575318923,0.1382113820014541,0.6097560970652389,Kirby Tilt 'n' Tumble,Puzzle,GB,2000,0
1.23,0.7154471538898803,0.2682926827087051,0.0,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,GBA,2003,0
1.23,0.5528455280058167,0.3821138208275497,0.0,Vigilante 8,Racing,PS,1998,0
1.23,0.4715447150637847,0.3414634143565337,0.1056910568246414,Hyrule Warriors,Action,WiiU,2014,0
1.23,0.439024389886972,0.0487804877652191,0.5040650402405975,Castlevania,Platform,NES,1986,0
1.23,0.6422764222420517,0.219512194943486,0.0975609755304382,Donkey Kong Country 2,Platform,GBA,2004,0
1.23,0.8130081294203185,0.1056910568246414,0.0,Guitar Hero: Aerosmith,Misc,X360,2008,0
1.23,0.3252032517681274,0.089430894236235,0.569105690594223,"WarioWare, Inc.: Mega MicroGame$",Puzzle,GBA,2003,0
1.23,0.3983739834159561,0.4065040647101592,0.0243902438826095,Need for Speed Carbon,Racing,PS3,2006,0
1.23,0.439024389886972,0.4471544711811752,0.0,Ben 10: Protector of Earth,Action,Wii,2007,0
1.23,0.2439024388260955,0.5203252028290039,0.0569105690594223,2010 FIFA World Cup South Africa,Sports,PS3,2010,0
1.22,0.2377049178379467,0.1475409834856221,0.5491803274187047,Tales of Xillia,Role-Playing,PS3,2011,0
1.22,0.8934426222184897,0.0245901639142703,0.0,Diddy Kong Racing DS,Racing,DS,2007,0
1.22,0.4754098356758935,0.1311475408761085,0.3770491800188121,Mario Power Tennis,Sports,GC,2004,0
1.22,0.1065573769618382,0.0573770491332975,0.8196721304756786,Intelligent Qube,Puzzle,PS,1997,0
1.22,0.2213114752284332,0.0655737704380542,0.6967213109043268,Pac-Man,Puzzle,NES,1984,0
1.22,0.6229508191615157,0.2459016391427035,0.0983606556570814,Game & Watch Gallery 2,Misc,GB,1997,0
1.22,0.6475409830757861,0.2540983604474603,0.0655737704380542,Game & Watch Gallery 3,Misc,GB,1999,0
1.22,0.4836065569806503,0.3770491800188121,0.0081967213047567,Parfait: Chocolat Second Style,Adventure,PS2,2006,0
1.22,0.9262295074375166,0.0409836065237839,0.0,NBA Live 99,Sports,PS,1997,0
1.22,0.0,0.0,0.9344262287422734,Chocobo no Fushigi Dungeon,Role-Playing,PS,1997,0
1.22,0.4999999995901639,0.2213114752284332,0.2213114752284332,Golden Sun: The Lost Age,Role-Playing,GBA,2002,0
1.22,0.5573770487234615,0.3770491800188121,0.0,SimCity 2000,Simulation,PS,1996,0
1.22,0.803278687866165,0.1557377047903789,0.0,Max Payne,Shooter,XB,2001,0
1.22,0.5573770487234615,0.3770491800188121,0.0,WCW Mayhem,Fighting,PS,1998,0
1.22,0.4836065569806503,0.3770491800188121,0.0081967213047567,NBA 2K2,Sports,PS2,2002,0
1.21,0.8347107431118093,0.0330578512123488,0.0,Cars,Racing,PS2,2006,0
1.21,0.7685950406871116,0.1983471072740933,0.0,Fuzion Frenzy,Misc,XB,2001,0
1.21,0.6446280986408032,0.3305785121234888,0.0,Call of Duty: Finest Hour,Shooter,XB,2004,0
1.21,0.4214876029574482,0.0330578512123488,0.5123966937914076,Final Fantasy IV,Simulation,DS,2007,0
1.21,0.8677685943241582,0.0413223140154361,0.0082644628030872,Star Wars: Battlefront II,Shooter,PSP,2005,0
1.21,0.4545454541697972,0.3636363633358377,0.115702479243221,Super Street Fighter IV: 3D Edition,Fighting,3DS,2011,0
1.21,0.8512396687179837,0.115702479243221,0.0,Sly Cooper and the Thievius Raccoonus,Platform,PS2,2002,0
1.21,0.338842974926576,0.4958677681852332,0.0,WWE 2K16,Sports,PS4,2015,0
1.21,0.5454545450037566,0.3966942145481866,0.0082644628030872,Star Wars Episode 1: Jedi Power Battles,Action,PS,1999,0
1.21,0.2809917353049655,0.4049586773512738,0.2314049584864421,Dino Crisis 2,Action,PS,2000,0
1.21,0.5454545450037566,0.1404958676524827,0.2892561981080527,The Magical Quest starring Mickey Mouse,Platform,SNES,1992,0
1.21,0.0,0.0,0.9917355363704664,Dragon Quest IV: Michibikareshi Monotachi,Role-Playing,PS,2001,0
1.21,0.5702479334130182,0.3966942145481866,0.0082644628030872,Need for Speed Underground,Racing,GC,2003,0
1.21,0.3471074377296632,0.3801652889420122,0.1239669420463083,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,PS3,2010,0
1.21,0.2066115700771805,0.5702479334130182,0.0247933884092616,Medal of Honor: Airborne,Shooter,PS3,2007,0
1.21,0.5950413218222799,0.3057851237142271,0.0082644628030872,Battlefield: Hardline,Shooter,XOne,2015,0
1.21,0.3636363633358377,0.3223140493204016,0.1735537188648316,Bayonetta,Action,PS3,2009,0
1.21,0.5537190078068438,0.3801652889420122,0.0,Test Drive 4,Racing,PS,1997,0
1.21,0.5867768590191926,0.3140495865173144,0.0,Boom Blox,Puzzle,Wii,2008,0
1.2,0.0083333333263888,0.7333333327222222,0.2583333331180555,World Soccer Winning Eleven 9 (JP & Others sales),Sports,PSP,2005,0
1.2,0.4916666662569444,0.3833333330138889,0.0,The Lord of the Rings: The Fellowship of the Ring,Action,PS2,2002,0
1.2,0.3666666663611111,0.5249999995625,0.0,The Sims 2: Castaway,Simulation,Wii,2007,0
1.2,0.2083333331597222,0.5333333328888888,0.0,FIFA Soccer 07,Sports,PSP,2006,0
1.2,0.8333333326388889,0.0333333333055555,0.0,ATV Offroad Fury 3,Racing,PS2,2004,0
1.2,0.0999999999166666,0.6166666661527778,0.0916666665902777,F1 2011,Racing,PS3,2011,0
1.2,0.0666666666111111,0.8666666659444444,0.0,Farming Simulator 2015,Simulation,PC,2014,0
1.2,0.3999999996666666,0.1083333332430555,0.4666666662777778,Pikmin 2,Strategy,GC,2004,0
1.2,0.9333333325555556,0.0416666666319444,0.0,NFL 2K,Sports,DC,1999,0
1.2,0.3333333330555555,0.3249999997291666,0.2999999997499999,SolarStriker,Shooter,GB,1989,0
1.2,0.0,0.0,0.9999999991666666,TwinBee,Shooter,NES,1986,0
1.2,0.0,0.0,0.9999999991666666,Ganbare Goemon! Karakuri Douchuu,Platform,NES,1986,0
1.2,0.0,0.0,0.9999999991666666,Dragon Ball Z: La Legende Saien,Fighting,SNES,1993,0
1.2,0.5999999994999999,0.3583333330347222,0.0083333333263888,Enter the Matrix,Action,XB,2003,0
1.2,0.5999999994999999,0.2333333331388889,0.0,Cars,Racing,PSP,2006,0
1.2,0.4916666662569444,0.3833333330138889,0.0,NHL 2002,Sports,PS2,2001,0
1.2,0.1083333332430555,0.5749999995208332,0.0083333333263888,FIFA Soccer 11,Sports,PSP,2010,0
